#
# Output is generated by GenSAS 7.x-5.0
#
#Name     : The name of mRNA
#Start    : Start of alignment in subject
#End      : End of alignment in subject
#Match_Start  : Start of alignment in query
#Match_End    : End of alignment in query
#Score        : Row score of the match
#E-value      : E value of the match
#Identity     : Percentage of identical matches
#AL           : Alignment length
Name	Start	End	Score	Accession	Match_ID	Match_Start	Match_End	E-value	Identity	AL
M_mag.00g351840.m01	657	736	147	P0CT35	sp|P0CT35|TF22_SCHPO	82	162	2.52e-10	42.683	82
M_mag.00g351870.m01	617	801	169	Q95SX7	sp|Q95SX7|RTBS_DROME	38	212	5.63e-12	31.892	185
M_mag.00g351960.m01	488	836	310	Q9NBX4	sp|Q9NBX4|RTXE_DROME	98	440	1.81e-28	28.291	357
M_mag.00g352030.m01	383	838	413	Q95SX7	sp|Q95SX7|RTBS_DROME	379	820	4.52e-40	29.741	464
M_mag.00g352040.m01	216	458	474	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	2	225	7.61e-54	40.711	253
M_mag.00g352110.m01	572	713	156	P21328	sp|P21328|RTJK_DROME	9	144	3.76e-11	30.137	146
M_mag.00g352130.m01	576	721	183	Q95SX7	sp|Q95SX7|RTBS_DROME	5	142	5.97e-15	33.333	147
M_mag.00g352150.m01	434	640	233	Q9NBX4	sp|Q9NBX4|RTXE_DROME	61	276	2.15e-20	30.275	218
M_mag.00g352170.m01	454	602	198	P21328	sp|P21328|RTJK_DROME	206	354	1.19e-14	32.215	149
M_mag.00g352220.m01	11	229	155	P21328	sp|P21328|RTJK_DROME	490	711	5.14e-09	28.755	233
M_mag.00g352490.m01	149	208	235	Q9VVE5	sp|Q9VVE5|MSIR6_DROME	1	60	5.83e-22	65.000	60
M_mag.00g352620.m01	290	386	231	P15305	sp|P15305|DYHC_ONCMY	356	450	6.47e-19	31.959	97
M_mag.00g352740.m01	1	158	449	Q5MNV6	sp|Q5MNV6|ZNT7_CHICK	1	163	5.19e-53	58.282	163
M_mag.00g352750.m01	296	378	237	Q5BJM8	sp|Q5BJM8|ZNT7_RAT	1	83	4.19e-24	46.988	83
M_mag.00g352760.m01	280	644	616	Q8NCG7	sp|Q8NCG7|DGLB_HUMAN	89	469	3.77e-71	38.303	389
M_mag.00g352770.m01	80	158	143	Q91WC9	sp|Q91WC9|DGLB_MOUSE	55	136	7.37e-10	36.585	82
M_mag.00g352780.m01	15	140	295	Q3SZ85	sp|Q3SZ85|PTRD1_BOVIN	1	122	7.46e-34	53.175	126
M_mag.00g352810.m01	20	88	143	Q9D8V0	sp|Q9D8V0|HM13_MOUSE	18	82	2.21e-10	47.222	72
M_mag.00g353040.m01	688	769	223	P19492	sp|P19492|GRIA3_RAT	14	94	1.93e-21	48.780	82
M_mag.00g353060.m01	229	622	707	P20825	sp|P20825|POL2_DROME	1	392	5.80e-83	38.847	399
M_mag.00g353540.m01	21	102	206	P15159	sp|P15159|TNNC_TACTR	1	82	2.24e-20	52.439	82
M_mag.00g353560.m01	92	142	219	P06708	sp|P06708|TNNC2_ASTLP	17	67	2.67e-23	84.314	51
M_mag.00g353760.m01	88	170	135	Q7M4F4	sp|Q7M4F4|CUD1_SCHGR	44	122	1.48e-09	42.529	87
M_mag.00g353950.m01	585	786	181	P21328	sp|P21328|RTJK_DROME	34	228	6.00e-14	27.273	209
M_mag.00g353990.m01	170	274	376	Q8IYT8	sp|Q8IYT8|ULK2_HUMAN	1	105	3.13e-41	71.429	105
M_mag.00g354030.m01	685	751	254	A6H8I2	sp|A6H8I2|SGSM3_XENLA	13	78	4.74e-26	68.657	67
M_mag.00g354060.m01	29	388	1377	A6QLU1	sp|A6QLU1|GPDM_BOVIN	36	390	0.0	70.833	360
M_mag.00g354170.m01	803	850	188	Q6RVG2	sp|Q6RVG2|S4A8_RAT	1	48	1.26e-17	70.833	48
M_mag.00g354220.m01	660	760	336	O54923	sp|O54923|EXOC6_RAT	1	101	1.01e-36	61.386	101
M_mag.00g354240.m01	479	517	131	Q9Y2D4	sp|Q9Y2D4|EXC6B_HUMAN	1	39	4.62e-10	64.103	39
M_mag.00g354370.m01	189	244	175	O43280	sp|O43280|TREA_HUMAN	1	56	1.02e-15	58.929	56
M_mag.00g354400.m01	521	563	131	P32358	sp|P32358|TREA_BOMMO	3	45	8.97e-10	55.814	43
M_mag.00g354430.m01	229	492	429	Q9YHB5	sp|Q9YHB5|CND3_XENLA	8	266	1.44e-46	39.474	266
M_mag.00g354530.m01	1090	1132	162	P13002	sp|P13002|ELF1_DROME	1	43	3.57e-14	69.767	43
M_mag.00g354560.m01	229	622	667	P20825	sp|P20825|POL2_DROME	1	391	2.64e-77	37.845	399
M_mag.00g354570.m01	105	336	183	Q5R5X9	sp|Q5R5X9|SMYD4_PONAB	53	228	7.30e-14	27.586	232
M_mag.00g354680.m01	118	205	174	Q8ITC7	sp|Q8ITC7|CAPAR_DROME	3	90	1.80e-14	38.636	88
M_mag.00g354740.m01	1	277	659	Q3SWZ4	sp|Q3SWZ4|EXOS9_BOVIN	1	280	5.45e-81	46.786	280
M_mag.00g354750.m01	22	229	656	P91622	sp|P91622|PDK_DROME	19	225	1.94e-83	60.952	210
M_mag.00g354770.m01	215	487	268	O95498	sp|O95498|VNN2_HUMAN	1	300	4.38e-25	29.276	304
M_mag.00g354850.m01	350	500	446	Q5ND34	sp|Q5ND34|WDR81_MOUSE	2	145	9.58e-51	54.605	152
M_mag.00g354860.m01	509	1014	546	Q562E7	sp|Q562E7|WDR81_HUMAN	1	468	7.26e-56	33.837	529
M_mag.00g354870.m01	11	273	280	P34257	sp|P34257|TC3A_CAEEL	10	284	1.76e-27	29.930	284
M_mag.00g354910.m01	1	55	133	P02401	sp|P02401|RLA2_RAT	1	54	5.72e-11	49.091	55
M_mag.00g354950.m01	1	44	132	B8A556	sp|B8A556|DNPH1_DANRE	5	48	1.84e-10	59.091	44
M_mag.00g355010.m01	308	754	1121	Q8BMF5	sp|Q8BMF5|GRIK4_MOUSE	1	516	3.04e-142	43.822	518
M_mag.00g355040.m01	401	554	287	Q8BHY3	sp|Q8BHY3|ANO1_MOUSE	2	152	3.03e-29	38.065	155
M_mag.00g355060.m01	4	149	383	P02598	sp|P02598|CALM_TETPY	3	144	6.69e-47	52.740	146
M_mag.00g355090.m01	6	65	303	Q7SZS1	sp|Q7SZS1|SX21A_DANRE	38	97	1.30e-34	93.333	60
M_mag.00g355120.m01	2	144	458	B0ZTE2	sp|B0ZTE2|SOX14_XENLA	17	167	2.36e-55	65.132	152
M_mag.00g355240.m01	43	98	239	B0ZTE1	sp|B0ZTE1|SOX21_XENLA	27	81	1.27e-24	83.929	56
M_mag.00g355450.m01	443	835	390	Q9NBX4	sp|Q9NBX4|RTXE_DROME	334	727	2.47e-37	28.395	405
M_mag.00g355490.m01	613	809	155	P11368	sp|P11368|POL_IPMA	129	304	4.52e-10	27.094	203
M_mag.00g355610.m01	450	836	441	Q9NBX4	sp|Q9NBX4|RTXE_DROME	289	672	6.70e-44	31.313	396
M_mag.00g355640.m01	584	839	236	P21328	sp|P21328|RTJK_DROME	2	250	4.13e-20	28.947	266
M_mag.00g355880.m01	192	622	735	P20825	sp|P20825|POL2_DROME	1028	1456	4.63e-79	37.385	436
M_mag.00g355940.m01	12	376	958	Q25158	sp|Q25158|OPSC2_HEMSA	14	376	3.53e-127	50.820	366
M_mag.00g355990.m01	396	450	191	Q9WTQ0	sp|Q9WTQ0|KPCT_RAT	2	56	8.53e-18	61.818	55
M_mag.00g356120.m01	219	415	706	O94805	sp|O94805|ACL6B_HUMAN	1	196	2.45e-91	63.959	197
M_mag.00g356140.m01	272	314	146	P06132	sp|P06132|DCUP_HUMAN	1	43	4.19e-12	65.116	43
M_mag.00g356150.m01	324	362	159	Q8HY31	sp|Q8HY31|DCUP_SHEEP	1	39	6.67e-14	69.231	39
M_mag.00g356210.m01	4	488	729	Q68J42	sp|Q68J42|LIPS_PIG	26	499	1.07e-82	32.922	486
M_mag.00g356360.m01	275	377	450	P36872	sp|P36872|2ABA_DROME	1	103	5.95e-54	92.233	103
M_mag.00g356390.m01	181	384	397	Q27712	sp|Q27712|CP2L1_PANAR	6	207	1.58e-44	38.725	204
M_mag.00g356430.m01	12	108	169	Q7M4F3	sp|Q7M4F3|CUD2_SCHGR	14	104	5.12e-15	42.574	101
M_mag.00g356450.m01	7	84	156	P81384	sp|P81384|CU1A_HOMAM	1	79	1.25e-13	46.835	79
M_mag.00g356460.m01	6	84	194	P81384	sp|P81384|CU1A_HOMAM	105	184	4.70e-18	51.250	80
M_mag.00g356470.m01	6	84	194	P81384	sp|P81384|CU1A_HOMAM	33	112	5.97e-19	51.250	80
M_mag.00g356480.m01	6	84	196	P81384	sp|P81384|CU1A_HOMAM	33	112	3.67e-19	51.250	80
M_mag.00g356490.m01	6	84	195	P81384	sp|P81384|CU1A_HOMAM	33	112	4.13e-19	51.250	80
M_mag.00g356500.m01	8	109	180	P81579	sp|P81579|CUPA5_CANPG	31	134	9.09e-17	42.991	107
M_mag.00g356510.m01	6	98	196	P81384	sp|P81384|CU1A_HOMAM	33	128	2.62e-19	45.833	96
M_mag.00g356520.m01	6	84	196	P81384	sp|P81384|CU1A_HOMAM	33	112	3.67e-19	51.250	80
M_mag.00g356530.m01	6	84	194	P81384	sp|P81384|CU1A_HOMAM	33	112	5.84e-19	51.250	80
M_mag.00g356540.m01	6	84	194	P81384	sp|P81384|CU1A_HOMAM	33	112	5.97e-19	51.250	80
M_mag.00g356550.m01	6	84	197	P81384	sp|P81384|CU1A_HOMAM	33	112	2.54e-19	51.250	80
M_mag.00g356560.m01	6	84	196	P81384	sp|P81384|CU1A_HOMAM	33	112	3.67e-19	51.250	80
M_mag.00g356570.m01	6	84	195	P81384	sp|P81384|CU1A_HOMAM	33	112	4.13e-19	51.250	80
M_mag.00g356590.m01	6	86	195	P81384	sp|P81384|CU1A_HOMAM	33	113	4.27e-19	52.439	82
M_mag.00g356600.m01	6	84	196	P81384	sp|P81384|CU1A_HOMAM	33	112	3.55e-19	51.250	80
M_mag.00g356610.m01	6	84	196	P81384	sp|P81384|CU1A_HOMAM	33	112	3.44e-19	51.250	80
M_mag.00g356620.m01	6	84	196	P81384	sp|P81384|CU1A_HOMAM	33	112	3.43e-19	51.250	80
M_mag.00g356630.m01	7	91	177	P81384	sp|P81384|CU1A_HOMAM	38	123	3.40e-16	41.860	86
M_mag.00g356640.m01	7	91	177	P81384	sp|P81384|CU1A_HOMAM	38	123	3.25e-16	41.860	86
M_mag.00g356650.m01	7	86	172	P81384	sp|P81384|CU1A_HOMAM	37	116	1.79e-15	46.914	81
M_mag.00g356660.m01	6	86	175	P81384	sp|P81384|CU1A_HOMAM	34	114	6.31e-16	46.341	82
M_mag.00g356670.m01	6	84	184	P81576	sp|P81576|CUPA2_CANPG	40	119	4.28e-17	46.250	80
M_mag.00g356680.m01	1	122	211	O02387	sp|O02387|CU17_BOMMO	1	124	3.34e-21	37.795	127
M_mag.00g356690.m01	1	91	192	P81384	sp|P81384|CU1A_HOMAM	21	112	1.11e-18	40.217	92
M_mag.00g356700.m01	6	91	178	P81384	sp|P81384|CU1A_HOMAM	45	131	3.90e-16	40.230	87
M_mag.00g356720.m01	14	107	197	P81577	sp|P81577|CUPA3_CANPG	48	146	6.10e-19	40.404	99
M_mag.00g356730.m01	60	102	123	Q01774	sp|Q01774|LCP34_DROMI	21	67	5.64e-09	51.064	47
M_mag.00g356740.m01	7	100	183	P81384	sp|P81384|CU1A_HOMAM	41	139	3.86e-17	42.424	99
M_mag.00g356750.m01	1	101	172	P81384	sp|P81384|CU1A_HOMAM	27	132	9.58e-16	39.623	106
M_mag.00g356760.m01	3	101	164	P81384	sp|P81384|CU1A_HOMAM	28	131	1.55e-14	39.423	104
M_mag.00g356770.m01	1	101	178	P81384	sp|P81384|CU1A_HOMAM	27	132	1.22e-16	40.566	106
M_mag.00g356780.m01	3	101	164	P81384	sp|P81384|CU1A_HOMAM	28	131	1.55e-14	39.423	104
M_mag.00g356790.m01	1	101	170	P81384	sp|P81384|CU1A_HOMAM	27	132	1.89e-15	39.623	106
M_mag.00g356800.m01	70	169	174	O02388	sp|O02388|CU22_BOMMO	35	133	2.59e-15	36.538	104
M_mag.00g356810.m01	70	169	175	O02388	sp|O02388|CU22_BOMMO	82	180	7.62e-15	36.538	104
M_mag.00g356820.m01	16	101	123	P81384	sp|P81384|CU1A_HOMAM	14	94	7.22e-09	37.363	91
M_mag.00g356840.m01	16	101	123	P81384	sp|P81384|CU1A_HOMAM	14	94	7.22e-09	37.363	91
M_mag.00g356850.m01	16	101	124	P81384	sp|P81384|CU1A_HOMAM	14	94	5.12e-09	37.363	91
M_mag.00g356860.m01	2	101	163	P81384	sp|P81384|CU1A_HOMAM	28	132	1.96e-14	39.048	105
M_mag.00g356870.m01	3	101	177	P81384	sp|P81384|CU1A_HOMAM	29	132	1.99e-16	42.308	104
M_mag.00g356880.m01	16	98	177	P81576	sp|P81576|CUPA2_CANPG	42	130	2.23e-16	43.820	89
M_mag.00g356890.m01	16	98	177	P81576	sp|P81576|CUPA2_CANPG	30	118	1.81e-16	43.820	89
M_mag.00g356900.m01	16	98	176	P81576	sp|P81576|CUPA2_CANPG	42	130	2.65e-16	43.820	89
M_mag.00g356910.m01	16	98	176	P81576	sp|P81576|CUPA2_CANPG	42	130	2.65e-16	43.820	89
M_mag.00g356920.m01	16	98	176	P81576	sp|P81576|CUPA2_CANPG	42	130	2.65e-16	43.820	89
M_mag.00g356930.m01	16	98	176	P81576	sp|P81576|CUPA2_CANPG	42	130	2.65e-16	43.820	89
M_mag.00g356940.m01	16	98	176	P81576	sp|P81576|CUPA2_CANPG	42	130	2.65e-16	43.820	89
M_mag.00g356950.m01	16	98	177	P81576	sp|P81576|CUPA2_CANPG	42	130	2.39e-16	43.820	89
M_mag.00g356960.m01	16	98	177	P81576	sp|P81576|CUPA2_CANPG	42	130	2.39e-16	43.820	89
M_mag.00g356970.m01	16	98	177	P81576	sp|P81576|CUPA2_CANPG	42	130	2.39e-16	43.820	89
M_mag.00g356980.m01	3	101	174	P81384	sp|P81384|CU1A_HOMAM	29	132	6.80e-16	41.346	104
M_mag.00g356990.m01	7	99	200	P81384	sp|P81384|CU1A_HOMAM	26	122	4.34e-20	41.237	97
M_mag.00g357030.m01	526	653	255	Q15256	sp|Q15256|PTPRR_HUMAN	576	705	1.90e-21	33.846	130
M_mag.00g357090.m01	93	154	146	Q6NVS5	sp|Q6NVS5|DCA13_XENTR	1	62	1.00e-11	41.935	62
M_mag.00g357100.m01	363	416	159	Q5R4T8	sp|Q5R4T8|DCA13_PONAB	1	54	1.12e-13	53.704	54
M_mag.00g357110.m01	192	622	738	P20825	sp|P20825|POL2_DROME	392	820	1.99e-82	37.385	436
M_mag.00g357210.m01	120	335	702	Q80ZJ7	sp|Q80ZJ7|SNX32_MOUSE	1	214	1.19e-90	62.500	216
M_mag.00g357260.m01	504	560	220	P51659	sp|P51659|DHB4_HUMAN	1	57	7.08e-22	63.158	57
M_mag.00g357290.m01	603	727	177	P0CT37	sp|P0CT37|TF24_SCHPO	6	131	1.09e-14	31.746	126
M_mag.00g357340.m01	588	758	276	P17038	sp|P17038|ZNF43_HUMAN	522	700	9.74e-24	34.637	179
M_mag.00g357510.m01	165	213	145	Q28IU1	sp|Q28IU1|DHB12_XENTR	15	63	1.45e-11	51.020	49
M_mag.00g358150.m01	638	940	279	Q99315	sp|Q99315|YG31B_YEAST	1	234	3.55e-26	29.180	305
M_mag.00g358240.m01	475	836	416	Q9NBX4	sp|Q9NBX4|RTXE_DROME	34	392	3.15e-42	30.914	372
M_mag.00g358280.m01	229	622	706	P20825	sp|P20825|POL2_DROME	1	392	7.79e-83	38.847	399
M_mag.00g358430.m01	316	383	248	Q9WV34	sp|Q9WV34|MPP2_MOUSE	105	172	8.92e-24	61.765	68
M_mag.00g358440.m01	503	553	165	Q9JLB0	sp|Q9JLB0|PALS2_MOUSE	1	51	1.96e-14	49.020	51
M_mag.00g358580.m01	248	622	604	P20825	sp|P20825|POL2_DROME	685	1042	2.87e-63	36.842	380
M_mag.00g358990.m01	180	383	152	P38766	sp|P38766|RRM3_YEAST	32	246	3.64e-10	28.311	219
M_mag.00g359110.m01	247	649	1409	G5ECN9	sp|G5ECN9|NEC2_CAEEL	1	389	0.0	68.613	411
M_mag.00g359160.m01	454	868	298	Q95SX7	sp|Q95SX7|RTBS_DROME	91	486	2.11e-26	27.714	433
M_mag.00g359180.m01	383	465	236	Q810V0	sp|Q810V0|MPP10_MOUSE	333	424	8.34e-20	51.087	92
M_mag.00g359210.m01	1	75	346	P25228	sp|P25228|RAB3_DROME	45	119	8.28e-41	89.333	75
M_mag.00g359270.m01	450	563	163	Q5PPZ9	sp|Q5PPZ9|GDS1B_XENLA	1	113	4.12e-13	34.783	115
M_mag.00g359280.m01	601	1323	566	Q99315	sp|Q99315|YG31B_YEAST	609	1347	3.20e-57	25.887	761
M_mag.00g359310.m01	310	669	517	P04323	sp|P04323|POL3_DROME	317	694	1.29e-53	35.770	383
M_mag.00g359330.m01	389	623	468	P04323	sp|P04323|POL3_DROME	8	248	5.12e-52	37.603	242
M_mag.00g359340.m01	589	717	181	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	202	333	3.35e-13	33.582	134
M_mag.00g359350.m01	802	953	225	O93209	sp|O93209|POL_FFV	329	487	4.77e-18	31.677	161
M_mag.00g359430.m01	259	622	656	P20825	sp|P20825|POL2_DROME	7	373	4.23e-76	38.211	369
M_mag.00g359470.m01	575	780	179	P15594	sp|P15594|RTP2_TRYBG	280	480	6.36e-12	29.108	213
M_mag.00g359500.m01	438	729	321	P21329	sp|P21329|RTJK_DROFU	44	327	3.03e-31	32.082	293
M_mag.00g359660.m01	492	660	215	Q9NBX4	sp|Q9NBX4|RTXE_DROME	2	158	1.83e-19	34.320	169
M_mag.00g359710.m01	455	622	316	P20825	sp|P20825|POL2_DROME	122	294	3.76e-31	41.040	173
M_mag.00g359780.m01	477	652	258	P21328	sp|P21328|RTJK_DROME	92	267	8.02e-24	34.078	179
M_mag.00g359800.m01	637	838	181	Q95SX7	sp|Q95SX7|RTBS_DROME	34	227	3.92e-13	30.144	209
M_mag.00g359860.m01	559	1102	435	P0CT41	sp|P0CT41|TF212_SCHPO	22	583	4.90e-43	26.316	589
M_mag.00g359890.m01	446	896	403	Q95SX7	sp|Q95SX7|RTBS_DROME	35	471	1.64e-40	28.510	463
M_mag.00g359960.m01	376	445	156	Q05192	sp|Q05192|FTF1B_DROME	7	76	3.27e-10	43.662	71
M_mag.00g359980.m01	288	622	614	P20825	sp|P20825|POL2_DROME	538	875	2.15e-65	38.529	340
M_mag.00g360010.m01	778	1029	293	P23074	sp|P23074|POL_SFV1	573	829	4.01e-25	29.344	259
M_mag.00g360040.m01	612	840	192	P21329	sp|P21329|RTJK_DROFU	7	229	1.75e-14	28.814	236
M_mag.00g360080.m01	488	682	281	Q9NBX4	sp|Q9NBX4|RTXE_DROME	16	203	9.55e-28	37.374	198
M_mag.00g360270.m01	443	834	396	Q9NBX4	sp|Q9NBX4|RTXE_DROME	29	421	7.54e-40	27.970	404
M_mag.00g360410.m01	192	622	482	P20825	sp|P20825|POL2_DROME	918	1298	8.20e-48	29.176	449
M_mag.00g360420.m01	192	1135	811	P0CT39	sp|P0CT39|TF26_SCHPO	228	1137	4.07e-88	26.784	967
M_mag.00g360450.m01	610	748	242	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	52	189	1.41e-22	38.849	139
M_mag.00g360460.m01	636	742	215	P0CT36	sp|P0CT36|TF23_SCHPO	4	111	4.38e-20	44.037	109
M_mag.00g360530.m01	907	1235	320	P10394	sp|P10394|POL4_DROME	2	338	2.48e-30	27.778	342
M_mag.00g360540.m01	229	622	691	P20825	sp|P20825|POL2_DROME	1	392	1.03e-80	38.095	399
M_mag.00g360560.m01	633	722	201	Q99315	sp|Q99315|YG31B_YEAST	48	137	9.69e-18	38.889	90
M_mag.00g360570.m01	802	1023	293	O93209	sp|O93209|POL_FFV	54	282	3.83e-28	28.821	229
M_mag.00g360600.m01	192	622	717	P20825	sp|P20825|POL2_DROME	912	1337	6.72e-77	37.385	436
M_mag.00g360620.m01	229	622	654	P20825	sp|P20825|POL2_DROME	1	376	1.10e-75	37.594	399
M_mag.00g360640.m01	893	1236	312	P10394	sp|P10394|POL4_DROME	608	956	1.55e-27	27.654	358
M_mag.00g360650.m01	259	610	614	P20825	sp|P20825|POL2_DROME	7	361	2.57e-70	37.535	357
M_mag.00g360700.m01	612	999	491	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	727	1074	9.75e-49	32.658	395
M_mag.00g360710.m01	108	839	508	Q95SX7	sp|Q95SX7|RTBS_DROME	68	760	1.44e-51	26.070	748
M_mag.00g360750.m01	462	633	208	P21328	sp|P21328|RTJK_DROME	102	276	3.51e-16	30.682	176
M_mag.00g360760.m01	210	337	162	P04323	sp|P04323|POL3_DROME	205	331	7.65e-11	28.682	129
M_mag.00g360830.m01	400	508	140	Q03277	sp|Q03277|PO11_BRACO	38	151	1.84e-09	29.310	116
M_mag.00g360860.m01	506	773	272	Q9NBX4	sp|Q9NBX4|RTXE_DROME	119	368	2.39e-24	30.545	275
M_mag.00g360880.m01	192	622	735	P20825	sp|P20825|POL2_DROME	1042	1470	5.97e-79	37.385	436
M_mag.00g360890.m01	438	729	301	P21329	sp|P21329|RTJK_DROFU	44	327	1.81e-27	31.399	293
M_mag.00g360980.m01	55	286	214	P21328	sp|P21328|RTJK_DROME	16	241	3.42e-17	29.661	236
M_mag.00g360990.m01	524	646	174	Q9NBX4	sp|Q9NBX4|RTXE_DROME	3	126	2.86e-14	33.594	128
M_mag.00g361070.m01	438	729	301	P21329	sp|P21329|RTJK_DROFU	44	327	1.81e-27	31.399	293
M_mag.00g361160.m01	23	65	176	P53811	sp|P53811|PIPNB_MOUSE	1	49	2.50e-16	73.469	49
M_mag.00g361180.m01	23	65	178	P53811	sp|P53811|PIPNB_MOUSE	1	49	1.11e-16	75.510	49
M_mag.00g361200.m01	141	399	711	F7J184	sp|F7J184|NVD_XENLA	1	260	1.08e-90	48.276	261
M_mag.00g361210.m01	66	538	796	Q9VRM7	sp|Q9VRM7|CP307_DROME	71	521	1.32e-98	36.268	477
M_mag.00g361250.m01	59	154	196	Q6GLR6	sp|Q6GLR6|FGF1_XENLA	1	96	2.72e-19	42.424	99
M_mag.00g361320.m01	446	896	416	Q95SX7	sp|Q95SX7|RTBS_DROME	215	651	5.12e-41	29.462	465
M_mag.00g361340.m01	4	65	191	Q9VBP3	sp|Q9VBP3|TNKS_DROME	14	73	1.19e-17	59.677	62
M_mag.00g361450.m01	153	277	234	Q9ESS0	sp|Q9ESS0|DUS10_MOUSE	72	191	1.52e-21	36.000	125
M_mag.00g361480.m01	400	474	263	Q9ESS0	sp|Q9ESS0|DUS10_MOUSE	49	123	1.76e-24	65.333	75
M_mag.00g361520.m01	515	922	931	Q28C44	sp|Q28C44|C19L2_XENTR	585	979	3.64e-109	48.411	409
M_mag.00g361540.m01	1905	2532	299	Q8NDA2	sp|Q8NDA2|HMCN2_HUMAN	25	672	1.08e-25	23.227	719
M_mag.00g361630.m01	333	1125	575	P35084	sp|P35084|RPB1_DICDI	695	1490	4.83e-58	25.520	866
M_mag.00g361690.m01	167	211	169	A0JMQ0	sp|A0JMQ0|BOP1_DANRE	108	151	2.38e-13	64.444	45
M_mag.00g361710.m01	138	762	2135	Q9P2H3	sp|Q9P2H3|IFT80_HUMAN	1	625	0.0	59.200	625
M_mag.00g361810.m01	134	418	785	Q9H0A0	sp|Q9H0A0|NAT10_HUMAN	1	286	6.64e-96	57.586	290
M_mag.00g361870.m01	1	612	2716	P63017	sp|P63017|HSP7C_MOUSE	1	612	0.0	88.072	612
M_mag.00g361890.m01	271	352	450	Q25009	sp|Q25009|TBB1_HOMAM	1	82	1.63e-54	100.000	82
M_mag.00g361980.m01	43	90	238	Q07460	sp|Q07460|IF5A2_CHICK	1	48	1.28e-26	89.583	48
M_mag.00g361990.m01	35	105	201	Q923G5	sp|Q923G5|ZDHC7_RAT	1	71	2.00e-19	54.930	71
M_mag.00g362000.m01	112	170	293	Q6DHI1	sp|Q6DHI1|ZDHC7_DANRE	1	59	3.39e-33	84.746	59
M_mag.00g362010.m01	180	250	174	Q9NXF8	sp|Q9NXF8|ZDHC7_HUMAN	1	71	1.53e-15	61.972	71
M_mag.00g362220.m01	172	364	670	P20905	sp|P20905|5HT1R_DROME	110	299	2.55e-82	75.130	193
M_mag.00g362260.m01	2166	2373	158	Q1ZXD6	sp|Q1ZXD6|ROCO5_DICDI	162	358	5.04e-10	29.032	217
M_mag.00g362510.m01	469	622	295	P20825	sp|P20825|POL2_DROME	2	160	3.62e-30	42.767	159
M_mag.00g362790.m01	108	421	349	A5LGM7	sp|A5LGM7|TRET1_POLVA	28	360	1.94e-35	27.083	336
M_mag.00g362820.m01	42	119	126	Q62266	sp|Q62266|SPR1A_MOUSE	5	82	3.29e-09	39.744	78
M_mag.00g362960.m01	261	622	615	P20825	sp|P20825|POL2_DROME	9	366	1.66e-70	37.602	367
M_mag.00g362970.m01	209	275	337	P23759	sp|P23759|PAX7_HUMAN	37	103	7.99e-34	89.552	67
M_mag.00g363090.m01	25	86	138	P82119	sp|P82119|CUO6_BLACR	149	210	2.87e-09	45.161	62
M_mag.00g363130.m01	2	137	214	P82119	sp|P82119|CUO6_BLACR	64	201	8.24e-20	45.324	139
M_mag.00g363160.m01	2	137	214	P82119	sp|P82119|CUO6_BLACR	64	201	7.99e-20	45.324	139
M_mag.00g363180.m01	23	86	167	P82119	sp|P82119|CUO6_BLACR	93	156	6.93e-14	53.125	64
M_mag.00g363200.m01	23	125	257	P82119	sp|P82119|CUO6_BLACR	105	206	1.52e-25	51.456	103
M_mag.00g363210.m01	948	1021	221	Q13576	sp|Q13576|IQGA2_HUMAN	4	77	1.69e-21	50.000	74
M_mag.00g363220.m01	619	842	195	Q95SX7	sp|Q95SX7|RTBS_DROME	14	235	2.90e-14	29.310	232
M_mag.00g363250.m01	281	670	348	O00237	sp|O00237|RN103_HUMAN	6	406	2.07e-34	28.082	438
M_mag.00g363420.m01	1510	1890	264	O70244	sp|O70244|CUBN_RAT	5	474	1.09e-22	27.521	476
M_mag.00g363640.m01	1124	1249	171	Q9W5U2	sp|Q9W5U2|CHI10_DROME	1	116	6.35e-14	39.062	128
M_mag.00g363740.m01	27	393	457	Q27081	sp|Q27081|CFB_TACTR	1	363	5.68e-52	30.952	378
M_mag.00g363760.m01	306	795	233	Q01484	sp|Q01484|ANK2_HUMAN	16	577	5.05e-18	26.471	578
M_mag.00g363820.m01	137	191	133	Q96T23	sp|Q96T23|RSF1_HUMAN	5	56	5.64e-10	47.273	55
M_mag.00g363840.m01	79	123	149	Q6PBF7	sp|Q6PBF7|EMC4_XENTR	1	45	7.17e-13	66.667	45
M_mag.00g363850.m01	94	163	270	Q9VAT2	sp|Q9VAT2|DCA10_DROME	16	85	3.69e-28	64.286	70
M_mag.00g363860.m01	409	506	325	Q6NWH1	sp|Q6NWH1|DCA10_DANRE	261	358	2.39e-32	58.163	98
M_mag.00g363920.m01	110	372	332	Q55EH8	sp|Q55EH8|ABCGN_DICDI	1	268	2.26e-33	34.164	281
M_mag.00g363940.m01	159	690	354	Q13255	sp|Q13255|GRM1_HUMAN	27	527	2.45e-33	24.725	546
M_mag.00g364010.m01	106	169	212	Q9V9Z9	sp|Q9V9Z9|EBP2_DROME	7	70	4.92e-21	62.500	64
M_mag.00g364020.m01	192	622	682	P20825	sp|P20825|POL2_DROME	1036	1447	2.53e-72	36.697	436
